delivery_time_days,review_score,total_order_value
4.0,5.0,31.87
10.0,5.0,289.21999999999997
70.0,1.0,90.61
27.0,3.0,147.28
24.0,3.0,51.129999999999995
2.0,5.0,336.0
4.0,4.0,113.33
11.0,5.0,148.49
8.0,4.0,43.09
34.0,4.0,192.61
17.0,5.0,53.22
17.0,5.0,53.22
14.0,5.0,73.36
10.0,5.0,189.56
6.0,4.0,16.38
7.0,5.0,194.57
15.0,4.0,138.62
37.0,1.0,73.15
6.0,4.0,217.4
21.0,4.0,42.52
21.0,4.0,42.52
21.0,4.0,42.52
10.0,5.0,27.380000000000003
13.0,4.0,506.17
9.0,5.0,165.3
13.0,3.0,35.7
13.0,3.0,35.7
32.0,4.0,112.43
8.0,5.0,126.78
7.0,1.0,30.590000000000003
7.0,1.0,30.590000000000003
9.0,5.0,145.58
23.0,5.0,76.50999999999999
2.0,5.0,68.87
15.0,1.0,123.83
15.0,1.0,53.04
15.0,1.0,53.04
2.0,5.0,111.89
2.0,5.0,21.43
14.0,1.0,62.150000000000006
2.0,4.0,56.78
7.0,5.0,779.98
7.0,1.0,27.79
15.0,4.0,239.81
11.0,5.0,176.71
7.0,5.0,168.53
12.0,5.0,44.42
21.0,1.0,97.78
28.0,5.0,277.15999999999997
12.0,5.0,18.62
49.0,3.0,94.3
9.0,5.0,87.50999999999999
14.0,5.0,145.66
14.0,5.0,137.14
13.0,3.0,67.53
11.0,5.0,164.27
4.0,5.0,17.38
8.0,5.0,1147.55
12.0,5.0,63.620000000000005
4.0,4.0,61.94
4.0,4.0,36.04
17.0,3.0,120.8
10.0,5.0,184.82
10.0,5.0,63.22
10.0,5.0,63.22
10.0,5.0,63.22
20.0,4.0,190.06
34.0,5.0,418.68
6.0,5.0,171.53
26.0,5.0,33.6
4.0,1.0,21.43
9.0,4.0,49.400000000000006
19.0,5.0,88.72
13.0,4.0,41.05
13.0,4.0,41.05
13.0,4.0,41.05
11.0,5.0,179.02
1.0,1.0,69.16
10.0,1.0,79.39
10.0,1.0,79.39
5.0,1.0,101.14
9.0,5.0,96.22
5.0,1.0,133.4
7.0,5.0,110.09
5.0,5.0,38.75
16.0,1.0,86.05
11.0,3.0,240.21
13.0,5.0,217.96
16.0,5.0,39.09
14.0,4.0,1489.47
15.0,1.0,62.01
7.0,5.0,189.0
13.0,3.0,45.7
9.0,4.0,169.07
10.0,5.0,225.71
11.0,5.0,111.03
3.0,5.0,36.89
17.0,5.0,107.78
10.0,1.0,157.3
35.0,1.0,127.53
13.0,2.0,133.75
6.0,5.0,202.82
21.0,1.0,100.77
11.0,5.0,567.95
8.0,5.0,77.57
17.0,5.0,51.32
17.0,5.0,51.32
17.0,5.0,51.32
19.0,3.0,298.2
17.0,1.0,29.09
17.0,1.0,29.09
11.0,5.0,20.27
15.0,5.0,49.0
5.0,5.0,65.49000000000001
5.0,5.0,173.29000000000002
16.0,4.0,798.27
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
25.0,5.0,102.87
7.0,5.0,49.59
8.0,4.0,57.51
2.0,5.0,42.36
3.0,5.0,18.59
3.0,5.0,18.59
6.0,5.0,30.49
20.0,1.0,77.64
7.0,4.0,32.37
14.0,5.0,181.62
26.0,5.0,80.69999999999999
5.0,5.0,45.22
4.0,5.0,269.46000000000004
13.0,4.0,200.74
17.0,5.0,175.88
22.0,4.0,174.68
12.0,5.0,116.95
7.0,5.0,57.3
7.0,3.0,109.59
18.0,5.0,301.46
8.0,4.0,110.0
15.0,5.0,63.66
5.0,5.0,52.77
2.0,5.0,64.08
14.0,5.0,41.43
14.0,2.0,61.0
18.0,3.0,194.91
3.0,5.0,28.22
16.0,3.0,237.17
16.0,3.0,237.17
16.0,5.0,236.92
16.0,4.0,42.0
3.0,5.0,320.01
18.0,5.0,59.47
11.0,4.0,162.03
6.0,5.0,77.68
11.0,5.0,428.58
9.0,5.0,168.20000000000002
3.0,5.0,154.44
19.0,4.0,76.17
19.0,4.0,76.16
3.0,4.0,52.57
11.0,3.0,96.02
15.0,4.0,59.6
20.0,5.0,49.09
4.0,5.0,123.75
4.0,5.0,123.75
7.0,5.0,149.72
19.0,2.0,271.2
28.0,5.0,1042.51
8.0,2.0,69.73
5.0,5.0,110.3
11.0,5.0,35.089999999999996
3.0,5.0,88.08
18.0,1.0,77.57
8.0,4.0,647.54
6.0,3.0,73.78
9.0,5.0,98.79
14.0,4.0,216.63
7.0,5.0,21.41
15.0,5.0,180.55
22.0,1.0,186.26
22.0,1.0,186.26
5.0,5.0,118.74
18.0,5.0,331.79999999999995
7.0,5.0,50.35
7.0,5.0,50.35
19.0,1.0,153.49
19.0,1.0,153.49
7.0,4.0,1005.81
7.0,5.0,311.51
6.0,1.0,84.78
1.0,4.0,218.74
13.0,1.0,87.0
13.0,1.0,87.0
13.0,1.0,87.0
11.0,5.0,99.34
4.0,5.0,2314.82
45.0,1.0,83.23
26.0,4.0,263.85
6.0,5.0,53.35
11.0,4.0,153.01
22.0,4.0,149.36
2.0,1.0,463.77
17.0,5.0,145.57
17.0,5.0,145.57
16.0,3.0,60.11
12.0,3.0,47.5
11.0,4.0,143.15
10.0,4.0,65.0
10.0,5.0,44.0
11.0,5.0,243.57
5.0,5.0,80.35
33.0,1.0,77.19
7.0,2.0,111.71
7.0,2.0,111.71
14.0,5.0,104.12
21.0,5.0,70.06
10.0,5.0,39.85
7.0,3.0,159.03
43.0,1.0,279.94
58.0,3.0,89.36000000000001
8.0,4.0,123.75
9.0,5.0,139.69
5.0,4.0,103.67
7.0,1.0,49.32
7.0,1.0,49.32
12.0,5.0,100.34
13.0,3.0,99.15
13.0,3.0,99.15
6.0,5.0,82.8
6.0,5.0,44.239999999999995
11.0,4.0,82.62
13.0,5.0,75.65
4.0,5.0,161.72
8.0,4.0,106.16
8.0,4.0,106.16
8.0,4.0,106.16
4.0,3.0,85.8
14.0,3.0,85.85
2.0,4.0,30.95
1.0,5.0,51.150000000000006
20.0,1.0,293.35999999999996
17.0,5.0,206.74
3.0,5.0,79.24000000000001
5.0,5.0,86.38
5.0,5.0,28.9
6.0,5.0,128.6
9.0,4.0,65.00999999999999
28.0,1.0,50.1
2.0,5.0,118.89
6.0,4.0,87.71000000000001
11.0,5.0,89.17
38.0,3.0,864.98
7.0,5.0,68.96000000000001
12.0,5.0,202.34
31.0,1.0,64.1
3.0,5.0,423.63
5.0,5.0,32.75
13.0,4.0,88.08
8.0,5.0,147.15
32.0,4.0,140.07999999999998
8.0,2.0,112.02
6.0,5.0,58.370000000000005
15.0,5.0,39.62
22.0,4.0,39.78
80.0,1.0,306.63
3.0,5.0,110.31
2.0,5.0,138.95999999999998
14.0,5.0,184.5
18.0,4.0,159.81
7.0,3.0,57.8
5.0,5.0,108.61
3.0,5.0,58.27
14.0,5.0,112.43
26.0,4.0,115.44
23.0,1.0,44.33
23.0,1.0,44.33
23.0,1.0,44.33
23.0,1.0,44.33
6.0,5.0,159.16
13.0,1.0,106.21
7.0,5.0,63.83
2.0,4.0,39.48
14.0,5.0,68.61
4.0,5.0,92.83
14.0,5.0,47.129999999999995
6.0,1.0,25.88
6.0,1.0,25.88
8.0,4.0,1526.26
12.0,4.0,312.64
17.0,5.0,368.11
10.0,5.0,143.99
21.0,4.0,107.98
4.0,4.0,43.0
7.0,5.0,169.86
14.0,5.0,207.76
10.0,5.0,55.84
10.0,5.0,55.84
10.0,5.0,99.99
8.0,5.0,144.5
13.0,4.0,53.6
3.0,5.0,120.64
8.0,5.0,98.33
4.0,5.0,139.62
4.0,5.0,139.62
15.0,5.0,42.69
11.0,5.0,32.42
18.0,3.0,54.1
12.0,4.0,58.59
12.0,4.0,58.59
23.0,5.0,30.79
5.0,5.0,178.41
11.0,5.0,95.57
10.0,1.0,65.42999999999999
5.0,5.0,385.16
8.0,5.0,96.01
6.0,3.0,113.89
6.0,5.0,16.189999999999998
6.0,5.0,16.189999999999998
7.0,5.0,64.0
4.0,5.0,98.16
5.0,3.0,37.51
5.0,3.0,30.209999999999997
14.0,3.0,72.14
7.0,5.0,63.010000000000005
4.0,5.0,42.0
5.0,4.0,79.77
5.0,4.0,79.77
8.0,4.0,186.46
4.0,5.0,61.129999999999995
9.0,5.0,256.34000000000003
5.0,4.0,116.85
8.0,4.0,50.95
9.0,5.0,114.69
16.0,5.0,86.93
9.0,4.0,68.71000000000001
7.0,4.0,115.37
7.0,5.0,120.74
22.0,5.0,99.15
9.0,5.0,128.67
5.0,5.0,130.4
7.0,4.0,90.05
7.0,4.0,90.05
7.0,2.0,47.01
11.0,4.0,173.95000000000002
27.0,1.0,157.36
5.0,4.0,51.95
13.0,5.0,102.74
35.0,5.0,34.84
5.0,5.0,210.47
66.0,1.0,619.34
26.0,1.0,95.7
10.0,5.0,189.06
13.0,5.0,86.64
15.0,5.0,257.44
6.0,4.0,111.78
4.0,5.0,113.62
5.0,5.0,42.27
14.0,3.0,71.53
10.0,5.0,174.88
8.0,5.0,147.15
4.0,5.0,86.72
18.0,5.0,62.01
10.0,5.0,46.01
3.0,2.0,223.14
22.0,5.0,51.01
12.0,5.0,655.55
43.0,1.0,104.85
6.0,1.0,55.96
6.0,1.0,55.96
1.0,5.0,73.72
5.0,4.0,32.379999999999995
23.0,2.0,95.31
23.0,2.0,95.31
28.0,4.0,76.18
18.0,4.0,166.16
10.0,5.0,35.05
2.0,5.0,20.75
28.0,5.0,600.43
6.0,5.0,382.14
32.0,1.0,71.82
23.0,3.0,42.870000000000005
24.0,5.0,111.85
10.0,5.0,64.22
5.0,2.0,126.11
4.0,3.0,116.36
6.0,5.0,72.25
9.0,3.0,61.59
14.0,5.0,89.61000000000001
5.0,5.0,140.91
5.0,4.0,28.75
31.0,5.0,105.97
4.0,3.0,316.09000000000003
8.0,1.0,585.64
6.0,5.0,88.55
20.0,5.0,90.99
6.0,5.0,69.85
8.0,5.0,185.43
6.0,5.0,68.35
11.0,5.0,187.76
11.0,5.0,187.76
11.0,5.0,218.87
13.0,4.0,126.44
13.0,4.0,126.44
3.0,4.0,47.37
13.0,5.0,77.37
12.0,1.0,56.93
12.0,1.0,56.93
13.0,5.0,65.0
10.0,1.0,115.52
10.0,1.0,115.0
10.0,2.0,84.28
6.0,5.0,167.79000000000002
1.0,5.0,99.38
18.0,5.0,137.6
13.0,1.0,31.86
9.0,5.0,125.0
4.0,5.0,123.22
7.0,5.0,164.63
10.0,4.0,156.92
10.0,3.0,219.35
5.0,5.0,26.04
5.0,5.0,31.74
4.0,4.0,23.87
4.0,4.0,23.87
16.0,4.0,75.84
3.0,5.0,48.62
17.0,4.0,129.22
23.0,1.0,836.16
7.0,1.0,53.19
7.0,1.0,66.63
7.0,1.0,66.63
7.0,5.0,83.41000000000001
11.0,5.0,151.82999999999998
15.0,3.0,40.0
8.0,5.0,126.57
10.0,5.0,68.25
3.0,5.0,162.24
15.0,5.0,132.07999999999998
10.0,5.0,35.0
4.0,4.0,69.07
16.0,1.0,77.19
16.0,1.0,77.19
19.0,4.0,160.16
19.0,4.0,160.14999999999998
18.0,5.0,56.78
22.0,2.0,162.89
10.0,5.0,73.36
10.0,5.0,73.36
10.0,5.0,73.36
18.0,4.0,387.14
13.0,5.0,127.92
10.0,5.0,120.53
4.0,4.0,25.61
11.0,5.0,83.41000000000001
8.0,5.0,183.65
35.0,1.0,73.15
7.0,5.0,27.75
6.0,4.0,215.71
5.0,5.0,160.75
9.0,5.0,129.91
25.0,1.0,137.35
9.0,4.0,142.1
4.0,5.0,22.37
7.0,5.0,81.3
7.0,5.0,81.3
13.0,5.0,45.69
5.0,5.0,242.03
17.0,3.0,122.27
8.0,5.0,131.09
2.0,2.0,92.57
17.0,5.0,201.61
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
14.0,1.0,72.43
8.0,5.0,76.07
6.0,4.0,145.01
13.0,5.0,35.74
5.0,5.0,136.37
15.0,4.0,162.82999999999998
22.0,5.0,114.33
6.0,4.0,67.13
10.0,5.0,29.95
14.0,5.0,196.52
6.0,5.0,177.57999999999998
2.0,5.0,88.89999999999999
10.0,5.0,129.49
6.0,5.0,57.370000000000005
10.0,5.0,65.0
7.0,5.0,37.77
11.0,5.0,92.81
34.0,5.0,121.01
5.0,5.0,114.37
16.0,5.0,44.69
4.0,5.0,51.93
4.0,5.0,51.93
27.0,1.0,54.51
27.0,1.0,54.51
7.0,1.0,62.93
15.0,5.0,140.34
2.0,5.0,136.77
10.0,5.0,57.98
6.0,4.0,403.23
9.0,5.0,65.09
13.0,5.0,328.35
7.0,5.0,52.129999999999995
7.0,5.0,52.129999999999995
7.0,5.0,52.129999999999995
11.0,5.0,94.2
10.0,5.0,178.89
12.0,5.0,309.53999999999996
16.0,5.0,75.83
25.0,4.0,133.27
6.0,5.0,59.01
9.0,4.0,102.03
27.0,5.0,1046.56
4.0,5.0,58.4
13.0,4.0,44.54
5.0,5.0,117.08
7.0,2.0,157.07
15.0,5.0,81.51
7.0,4.0,264.84
17.0,4.0,67.57
6.0,5.0,108.43
6.0,5.0,108.43
14.0,4.0,256.37
10.0,5.0,38.09
11.0,5.0,342.56
2.0,4.0,56.78
11.0,5.0,106.29
11.0,5.0,106.29
18.0,5.0,28.28
4.0,5.0,131.33
20.0,3.0,75.67
3.0,5.0,47.11
5.0,5.0,37.61
16.0,1.0,52.22
8.0,4.0,140.1
7.0,5.0,30.09
7.0,5.0,76.78
2.0,4.0,37.7
3.0,3.0,106.95
18.0,4.0,164.82
19.0,5.0,92.5
22.0,3.0,139.95
17.0,3.0,49.84
2.0,5.0,27.27
13.0,4.0,70.44
6.0,5.0,58.63
22.0,4.0,65.56
20.0,3.0,917.73
24.0,5.0,111.02
1.0,5.0,50.84
6.0,5.0,190.57
9.0,5.0,255.83
4.0,2.0,554.32
7.0,5.0,37.83
7.0,4.0,73.34
1.0,5.0,32.65
5.0,5.0,83.30000000000001
2.0,4.0,46.31
2.0,4.0,64.9
4.0,1.0,21.43
37.0,1.0,190.82
30.0,4.0,53.01
30.0,4.0,53.01
30.0,4.0,53.01
12.0,4.0,173.27
14.0,5.0,96.59
1.0,5.0,122.97
59.0,3.0,402.16
4.0,5.0,82.33000000000001
15.0,2.0,79.03999999999999
8.0,4.0,73.83
3.0,5.0,59.86
7.0,5.0,31.839999999999996
4.0,1.0,112.25
8.0,5.0,64.44
8.0,5.0,64.44
8.0,3.0,152.88
16.0,5.0,76.65
6.0,5.0,82.98
6.0,5.0,82.98
7.0,4.0,71.26
4.0,5.0,246.42
12.0,1.0,114.19
12.0,1.0,84.71000000000001
8.0,4.0,50.86
7.0,5.0,109.42
1.0,5.0,136.9
7.0,5.0,68.02
7.0,5.0,68.02
12.0,4.0,73.34
12.0,4.0,73.34
12.0,4.0,75.07
8.0,3.0,91.31
13.0,4.0,48.22
8.0,5.0,119.79
6.0,5.0,238.15
8.0,2.0,90.2
8.0,2.0,39.94
2.0,5.0,69.04
2.0,5.0,88.08
2.0,5.0,88.08
6.0,5.0,91.96
8.0,3.0,123.27
5.0,5.0,26.77
7.0,5.0,65.09
7.0,5.0,64.4
4.0,5.0,41.86
4.0,5.0,41.86
9.0,3.0,92.69
15.0,5.0,186.94
17.0,4.0,173.98
26.0,1.0,186.41
28.0,4.0,140.49
14.0,5.0,61.92999999999999
8.0,4.0,93.19
2.0,4.0,38.01
8.0,5.0,357.28
8.0,5.0,49.42
8.0,5.0,49.42
9.0,5.0,48.03
9.0,5.0,48.03
9.0,5.0,48.03
9.0,5.0,48.03
3.0,4.0,53.48
17.0,5.0,140.03
10.0,5.0,83.63000000000001
14.0,4.0,67.5
25.0,5.0,77.49
11.0,5.0,85.73
9.0,3.0,56.01
9.0,3.0,56.01
4.0,5.0,30.4
20.0,5.0,61.05
4.0,4.0,244.47
6.0,5.0,133.4
8.0,5.0,79.62
61.0,1.0,118.75
8.0,4.0,53.7
31.0,1.0,1052.14
33.0,5.0,70.83
3.0,5.0,94.4
17.0,4.0,172.53
6.0,5.0,61.379999999999995
12.0,5.0,175.64
15.0,4.0,67.28999999999999
10.0,5.0,49.120000000000005
23.0,5.0,113.09
5.0,1.0,38.89
5.0,5.0,27.28
27.0,2.0,643.19
18.0,5.0,126.31
18.0,5.0,126.31
18.0,5.0,126.31
9.0,5.0,82.56
17.0,4.0,77.8
20.0,5.0,25.0
7.0,5.0,124.43
7.0,5.0,124.43
7.0,5.0,86.43
7.0,5.0,86.43
7.0,5.0,82.43
7.0,5.0,82.43
10.0,5.0,42.25
10.0,5.0,78.78
10.0,5.0,42.239999999999995
8.0,5.0,77.53
23.0,1.0,40.42
10.0,5.0,222.84
19.0,5.0,359.84999999999997
8.0,4.0,76.51
4.0,1.0,68.71000000000001
4.0,1.0,68.71000000000001
14.0,5.0,50.629999999999995
5.0,5.0,98.24
5.0,5.0,75.42
1.0,4.0,31.91
1.0,5.0,66.33
6.0,1.0,97.85
12.0,4.0,180.61
5.0,1.0,61.77
5.0,1.0,61.77
14.0,5.0,281.43
1.0,5.0,84.14
9.0,3.0,31.130000000000003
6.0,5.0,85.60000000000001
14.0,5.0,146.21
14.0,4.0,93.55
11.0,3.0,1980.71
5.0,4.0,96.83
7.0,5.0,1061.52
6.0,5.0,33.35
6.0,3.0,97.72
6.0,3.0,97.72
16.0,5.0,105.11
16.0,5.0,105.11
12.0,5.0,136.5
16.0,4.0,166.98000000000002
14.0,5.0,173.84
4.0,5.0,58.22
25.0,3.0,72.14
9.0,5.0,32.769999999999996
13.0,5.0,84.15
6.0,4.0,68.43
3.0,5.0,86.43
10.0,5.0,117.46
4.0,5.0,178.74
11.0,4.0,64.37
10.0,5.0,55.01
6.0,4.0,50.1
6.0,4.0,44.1
12.0,5.0,128.54
14.0,5.0,167.43
15.0,5.0,96.02
24.0,1.0,152.77
10.0,5.0,267.65
8.0,5.0,16.35
8.0,5.0,16.35
8.0,5.0,16.35
8.0,5.0,16.35
2.0,5.0,56.6
2.0,5.0,56.6
4.0,3.0,149.56
11.0,5.0,130.32
10.0,1.0,97.51
6.0,5.0,55.69
16.0,4.0,71.14
12.0,4.0,675.01
7.0,5.0,171.0
8.0,1.0,59.87
8.0,5.0,66.05
8.0,5.0,66.05
19.0,5.0,67.82
19.0,5.0,67.82
19.0,5.0,67.82
19.0,5.0,67.82
15.0,5.0,33.83
14.0,5.0,77.57
5.0,4.0,193.80999999999997
22.0,3.0,135.02
7.0,5.0,126.11
19.0,4.0,103.55
19.0,4.0,103.55
11.0,4.0,86.25
10.0,5.0,759.85
11.0,3.0,102.12
10.0,5.0,347.32000000000005
8.0,2.0,25.0
20.0,1.0,36.69
4.0,1.0,20.299999999999997
4.0,1.0,48.92
4.0,1.0,48.92
4.0,1.0,48.92
4.0,1.0,48.92
6.0,5.0,531.16
3.0,5.0,44.27
16.0,5.0,141.20000000000002
7.0,5.0,77.89
11.0,4.0,65.11
13.0,5.0,172.54
11.0,5.0,245.48
19.0,5.0,163.24
34.0,2.0,66.64
2.0,4.0,27.39
21.0,1.0,59.48
21.0,1.0,89.42999999999999
21.0,1.0,89.42999999999999
21.0,5.0,655.6
14.0,5.0,157.32
7.0,3.0,84.15
8.0,4.0,663.93
6.0,5.0,113.63
5.0,5.0,364.69
7.0,5.0,123.12
9.0,4.0,227.27
5.0,5.0,130.58
5.0,5.0,82.25
8.0,5.0,28.1
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
8.0,1.0,37.77
18.0,5.0,52.05
10.0,5.0,59.36
13.0,4.0,113.11
3.0,5.0,57.83
25.0,5.0,115.05
10.0,5.0,145.56
5.0,5.0,122.47
7.0,5.0,244.17
2.0,5.0,17.77
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
18.0,5.0,35.0
9.0,5.0,342.02
5.0,5.0,140.62
5.0,5.0,172.44
5.0,2.0,157.79000000000002
11.0,4.0,55.56999999999999
5.0,4.0,119.37
6.0,5.0,104.84
16.0,4.0,46.01
8.0,2.0,66.84
8.0,2.0,66.84
6.0,3.0,181.14
3.0,5.0,626.68
4.0,5.0,188.41
7.0,5.0,134.63
7.0,5.0,39.02
12.0,5.0,60.650000000000006
13.0,5.0,77.57
2.0,5.0,20.03
8.0,5.0,42.0
22.0,4.0,203.96
17.0,3.0,34.0
23.0,4.0,179.6
17.0,5.0,246.04
16.0,5.0,81.97
11.0,4.0,59.01
8.0,5.0,58.85
6.0,4.0,108.82
10.0,5.0,74.57
3.0,5.0,94.4
11.0,5.0,99.74
8.0,5.0,80.88000000000001
10.0,5.0,37.41
10.0,5.0,37.41
10.0,5.0,37.41
10.0,5.0,90.05000000000001
10.0,5.0,90.05000000000001
10.0,5.0,90.05000000000001
10.0,5.0,37.41
10.0,5.0,37.41
7.0,5.0,54.21
11.0,5.0,85.14
7.0,1.0,57.58
4.0,5.0,383.1
13.0,4.0,77.57
2.0,4.0,83.52
14.0,5.0,36.01
9.0,5.0,87.72
11.0,3.0,348.73999999999995
5.0,5.0,103.55
6.0,5.0,425.07
12.0,5.0,65.0
7.0,1.0,26.25
2.0,2.0,579.22
8.0,3.0,92.57
8.0,4.0,62.68
8.0,4.0,62.68
6.0,5.0,49.72
8.0,5.0,219.89
9.0,5.0,21.85
9.0,5.0,21.85
1.0,5.0,289.83
10.0,5.0,53.9
13.0,5.0,44.01
19.0,3.0,153.13
7.0,4.0,102.86
7.0,4.0,102.86
10.0,4.0,173.74
22.0,4.0,251.65
3.0,5.0,857.97
7.0,4.0,53.62
18.0,5.0,88.02
18.0,5.0,62.43000000000001
11.0,5.0,77.57
6.0,5.0,142.10000000000002
6.0,5.0,142.10000000000002
43.0,5.0,979.91
8.0,5.0,185.48
8.0,5.0,31.77
8.0,5.0,31.77
16.0,4.0,100.84
40.0,1.0,328.63
8.0,4.0,46.78
14.0,5.0,47.53
13.0,5.0,161.9
9.0,5.0,171.61
1.0,5.0,29.47
22.0,5.0,172.19
4.0,5.0,174.21
4.0,5.0,49.239999999999995
10.0,5.0,237.15
34.0,3.0,45.23
10.0,5.0,40.22
6.0,2.0,94.31
6.0,2.0,94.31
6.0,2.0,22.48
6.0,2.0,22.48
25.0,4.0,85.63000000000001
2.0,5.0,123.4
1.0,5.0,217.01
7.0,3.0,82.73
4.0,5.0,76.17
10.0,5.0,168.16
13.0,3.0,125.75
18.0,5.0,67.56
12.0,4.0,154.38
28.0,1.0,312.90999999999997
5.0,5.0,214.88
11.0,5.0,171.22
14.0,5.0,135.49
14.0,5.0,135.49
13.0,5.0,32.69
8.0,5.0,47.1
6.0,5.0,76.78999999999999
6.0,5.0,290.47999999999996
3.0,5.0,53.9
16.0,3.0,31.29
16.0,3.0,31.29
5.0,5.0,47.22
5.0,5.0,47.22
11.0,4.0,99.22
14.0,4.0,87.72999999999999
7.0,5.0,79.02000000000001
7.0,5.0,79.02000000000001
6.0,5.0,27.68
5.0,5.0,84.23
13.0,3.0,184.19
13.0,3.0,142.19
8.0,5.0,47.75
42.0,1.0,126.94
3.0,1.0,145.73000000000002
7.0,5.0,106.16
23.0,1.0,137.75
24.0,4.0,568.3
7.0,5.0,147.72
6.0,5.0,152.02
4.0,5.0,62.25
2.0,5.0,26.68
3.0,1.0,127.69
12.0,2.0,87.07
12.0,2.0,104.19
12.0,1.0,112.72
12.0,1.0,104.08
2.0,3.0,106.5
4.0,5.0,70.91
8.0,3.0,183.92
10.0,5.0,67.44
4.0,5.0,168.18
4.0,5.0,168.18
3.0,5.0,73.47
7.0,5.0,155.03
4.0,5.0,210.23
29.0,3.0,54.34
14.0,4.0,114.44
14.0,4.0,114.44
13.0,5.0,159.94
7.0,4.0,134.43
10.0,5.0,58.370000000000005
10.0,5.0,58.370000000000005
25.0,2.0,342.03
7.0,5.0,140.3
6.0,5.0,390.77
8.0,5.0,138.84
34.0,4.0,78.91
22.0,2.0,54.59
25.0,4.0,43.3
18.0,5.0,106.78
2.0,5.0,109.35
2.0,5.0,136.79
15.0,5.0,28.5
26.0,1.0,65.05
26.0,3.0,65.05
7.0,5.0,265.49
15.0,4.0,30.78
13.0,5.0,638.08
5.0,5.0,141.39
6.0,5.0,57.97
12.0,5.0,312.38
2.0,5.0,230.25
9.0,5.0,135.62
12.0,3.0,345.07
6.0,5.0,33.54
8.0,4.0,55.239999999999995
6.0,5.0,392.45
6.0,5.0,392.45
9.0,5.0,62.53
9.0,5.0,62.53
16.0,5.0,145.14
21.0,4.0,272.63
7.0,5.0,153.01
3.0,5.0,77.51
6.0,5.0,289.89
22.0,5.0,47.0
32.0,4.0,167.92000000000002
7.0,5.0,176.65
11.0,5.0,238.44
10.0,5.0,41.79
14.0,4.0,163.81
9.0,1.0,43.75
9.0,1.0,43.75
3.0,5.0,82.14
10.0,4.0,105.28
11.0,5.0,129.01
10.0,5.0,106.29
10.0,2.0,106.16
10.0,2.0,106.16
19.0,5.0,67.5
2.0,5.0,36.019999999999996
10.0,5.0,31.99
14.0,4.0,143.1
13.0,5.0,350.09
13.0,5.0,350.09
12.0,5.0,174.20999999999998
53.0,3.0,466.9
37.0,3.0,223.35
10.0,5.0,227.27
6.0,3.0,69.9
6.0,3.0,69.9
7.0,5.0,66.82
44.0,1.0,139.99
14.0,5.0,458.34
8.0,5.0,35.089999999999996
7.0,5.0,74.51
18.0,5.0,322.17
15.0,4.0,46.75
6.0,4.0,269.42
10.0,5.0,130.69
14.0,2.0,82.25
14.0,2.0,130.58
10.0,4.0,133.76
9.0,5.0,62.94
11.0,5.0,124.43
24.0,5.0,54.04
7.0,4.0,36.23
7.0,4.0,36.23
7.0,2.0,63.0
7.0,5.0,179.89
6.0,4.0,144.99
10.0,5.0,207.22
1.0,5.0,42.78
6.0,5.0,274.84
19.0,2.0,42.77
18.0,5.0,685.45
11.0,5.0,40.129999999999995
4.0,5.0,145.0
4.0,4.0,93.01
12.0,4.0,92.73
11.0,1.0,40.49
11.0,1.0,13.489999999999998
19.0,5.0,43.62
5.0,5.0,42.58
14.0,5.0,199.42
14.0,5.0,199.42
26.0,5.0,47.81
8.0,4.0,122.41
36.0,5.0,469.39
13.0,3.0,42.58
16.0,5.0,639.77
18.0,4.0,71.96
7.0,3.0,358.14
17.0,4.0,306.49
8.0,3.0,137.99
4.0,5.0,70.98
4.0,5.0,31.85
8.0,3.0,104.37
8.0,4.0,47.68
8.0,4.0,47.68
8.0,4.0,47.68
4.0,5.0,222.3
4.0,5.0,222.29
10.0,5.0,32.63
12.0,4.0,179.21
